"Date","Lake","Species","WaterTemp","CPUE","LakeSize","MaxDepth","MeanDepth","SDI","Year","logPop","sdlogPop"
"11/8/2018","S Twin","BIB",2.4,76.9761332476122,224.601,1.64592,1.09728,1.3,2018,10.4422298542963,2.844501878
"11/8/2018","S Twin","COC",2.4,96.8052251517817,224.601,1.64592,1.09728,1.3,2018,9.93600314421281,0.1874903214
"10/15/2018","S Twin","BIB",6.1,89,224.601,1.64592,1.09728,1.3,2018,10.4422298542963,2.844501878
"10/15/2018","S Twin","COC",6.1,7,224.601,1.64592,1.09728,1.3,2018,9.93600314421281,0.1874903214
"4/28/2019","Silver","BIB",8.89,0,421.2778,3.23088,1.9812,1.8,2019,8.23403420769204,0.2545944848
"4/28/2019","Silver","COC",8.89,0,421.2778,3.23088,1.9812,1.8,2019,9.12412867515712,1.517427129
"10/11/2018","S Twin","BIB",8.9,118,224.601,1.64592,1.09728,1.3,2018,10.4422298542963,2.844501878
"10/11/2018","S Twin","COC",8.9,56,224.601,1.64592,1.09728,1.3,2018,9.93600314421281,0.1874903214
"11/1/2018","N Twin","BIB",9.1,13.0323584346653,183.323,3.6576,2.52984,1.9,2018,9.84033473753086,0.00384848064
"11/1/2018","N Twin","COC",9.1,10.4387981280876,183.323,3.6576,2.52984,1.9,2018,8.24695803256818,0.00810169953
"10/20/2019","5 Island","BIB",9.777,7.46858213164316,393.759,7.58952,1.70688,3.6,2019,7.17242457712485,1.517427129
"10/20/2019","5 Island","COC",9.777,6.62481081702637,393.759,7.58952,1.70688,3.6,2019,9.89030099073195,0.3257476759
"10/14/2019","Blue","COC",10,7,108.86,3.56616,1.6764,4.6,2019,10.1527276085716,0.2329193312
"10/24/2018","Blue","COC",10,39,108.86,3.56616,1.6764,4.6,2018,11.1863639544575,0.00104523218
"10/12/2018","N Twin","BIB",10.6,25.6,183.323,3.6576,2.52984,1.9,2018,9.84033473753086,0.00384848064
"10/23/2018","Blue","COC",10.6,69,108.86,3.56616,1.6764,4.6,2018,11.1863639544575,0.00104523218
"10/12/2018","N Twin","COC",10.6,24,183.323,3.6576,2.52984,1.9,2018,8.24695803256818,0.00810169953
"10/7/2019","S Twin","BIB",11.66667,45,224.601,1.64592,1.09728,1.3,2019,9.36288977043647,0.7585276164
"10/7/2019","S Twin","COC",11.66667,22,224.601,1.64592,1.09728,1.3,2019,9.60884799951685,0.2837096018
"5/7/2019","S Twin","BIB",12.78,11.3005819898265,224.601,1.64592,1.09728,1.3,2019,9.36288977043647,0.7585276164
"5/7/2019","S Twin","COC",12.78,6.38790133255352,224.601,1.64592,1.09728,1.3,2019,9.60884799951685,0.2837096018
"10/10/2018","N Twin","BIB",12.8,60,183.323,3.6576,2.52984,1.9,2018,9.84033473753086,0.00384848064
"10/10/2018","N Twin","COC",12.8,4,183.323,3.6576,2.52984,1.9,2018,8.24695803256818,0.00810169953
"5/13/2019","N Twin","BIB",13,10,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"5/13/2019","N Twin","COC",13,17.3333333333333,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"5/20/2019","Silver","BIB",13.22,3.60755931493166,421.2778,3.23088,1.9812,1.8,2019,8.23403420769204,0.2545944848
"5/20/2019","Silver","COC",13.22,8.97913131451302,421.2778,3.23088,1.9812,1.8,2019,9.12412867515712,1.517427129
"5/6/2019","N Twin","BIB",14,12,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"5/6/2019","N Twin","COC",14,19,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"10/3/2019","S Twin","BIB",14.44444,14.6666666666667,224.601,1.64592,1.09728,1.3,2019,9.36288977043647,0.7585276164
"10/3/2019","S Twin","COC",14.44444,8,224.601,1.64592,1.09728,1.3,2019,9.60884799951685,0.2837096018
"10/4/2019","N Twin","BIB",15.55556,5.33333333333333,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"10/4/2019","N Twin","COC",15.55556,12,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"5/15/2019","Storm","BIB",15.56,11.8942731277533,1253.311,6.21792,2.62128,1.7,2019,5.06259503302697,1.517427129
"5/15/2019","Storm","COC",15.56,12.572749929068,1253.311,6.21792,2.62128,1.7,2019,9.64646400103814,0.2467117035
"5/15/2019","S Twin","BIB",16,219,224.601,1.64592,1.09728,1.3,2019,9.36288977043647,0.7585276164
"5/15/2019","S Twin","COC",16,17,224.601,1.64592,1.09728,1.3,2019,9.60884799951685,0.2837096018
"5/27/2019","5 Island","BIB",17.17,2.7900337652999,393.759,7.58952,1.70688,3.6,2019,7.17242457712485,1.517427129
"5/27/2019","5 Island","COC",17.17,4.30952098991195,393.759,7.58952,1.70688,3.6,2019,9.89030099073195,0.3257476759
"5/21/2018","S Twin","BIB",17.2,8,224.601,1.64592,1.09728,1.3,2018,10.4422298542963,2.844501878
"5/21/2018","S Twin","COC",17.2,12,224.601,1.64592,1.09728,1.3,2018,9.93600314421281,0.1874903214
"5/21/2018","Storm","COC",17.2,19.9335548172757,1253.311,6.21792,2.62128,1.7,2018,9.13248693277132,0.1245415915
"5/17/2019","N Twin","BIB",17.5,61.4885918819709,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"5/17/2019","N Twin","COC",17.5,6.80996286262145,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"6/13/2019","Storm","BIB",17.9,0,1253.311,6.21792,2.62128,1.7,2019,5.06259503302697,1.517427129
"6/13/2019","Storm","COC",17.9,6.97503245307478,1253.311,6.21792,2.62128,1.7,2019,9.64646400103814,0.2467117035
"10/2/2019","N Twin","BIB",18.33333,8,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"10/2/2019","N Twin","COC",18.33333,8,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"6/3/2019","Silver","BIB",18.4,12.3698990102562,421.2778,3.23088,1.9812,1.8,2019,8.23403420769204,0.2545944848
"5/31/2019","Storm","BIB",18.4,3.65482233502538,1253.311,6.21792,2.62128,1.7,2019,5.06259503302697,1.517427129
"6/3/2019","Silver","COC",18.4,13.0859283233784,421.2778,3.23088,1.9812,1.8,2019,9.12412867515712,1.517427129
"5/31/2019","Storm","COC",18.4,29.482352516488,1253.311,6.21792,2.62128,1.7,2019,9.64646400103814,0.2467117035
"9/9/2018","Storm","BIB",18.8,3.76629837147196,1253.311,6.21792,2.62128,1.7,2018,9.52690140397834,1.517427129
"9/9/2018","Storm","COC",18.8,16.4262500416128,1253.311,6.21792,2.62128,1.7,2018,9.13248693277132,0.1245415915
"5/18/2018","N Twin","BIB",19.1,8,183.323,3.6576,2.52984,1.9,2018,9.84033473753086,0.00384848064
"5/23/2018","5 Island","BIB",19.2,5.50879877582249,393.759,7.58952,1.70688,3.6,2018,7.74066440191724,0.5326105998
"6/12/2019","Silver","BIB",19.2,8.1466854984943,421.2778,3.23088,1.9812,1.8,2019,8.23403420769204,0.2545944848
"5/23/2018","5 Island","COC",19.2,14.878080005393,393.759,7.58952,1.70688,3.6,2018,10.1580522485251,0.1226530201
"5/30/2019","Blue","COC",19.2,51.4391084336652,108.86,3.56616,1.6764,4.6,2019,10.1527276085716,0.2329193312
"6/12/2019","Silver","COC",19.2,9.47085630286371,421.2778,3.23088,1.9812,1.8,2019,9.12412867515712,1.517427129
"5/18/2018","Silver","BIB",19.3,111.31420575444,421.2778,3.23088,1.9812,1.8,2018,9.43236329562169,0.7585276164
"5/18/2018","Silver","COC",19.3,27.5011258412317,421.2778,3.23088,1.9812,1.8,2018,9.18553525305721,0.1612536189
"9/8/2018","Silver","BIB",19.4,8.80913539967374,421.2778,3.23088,1.9812,1.8,2018,9.43236329562169,0.7585276164
"6/4/2019","Storm","BIB",19.4,6.09804189524237,1253.311,6.21792,2.62128,1.7,2019,5.06259503302697,1.517427129
"9/8/2018","Silver","COC",19.4,16.8006238742929,421.2778,3.23088,1.9812,1.8,2018,9.18553525305721,0.1612536189
"6/4/2019","Storm","COC",19.4,35.4409561809948,1253.311,6.21792,2.62128,1.7,2019,9.64646400103814,0.2467117035
"5/18/2018","Silver","BIB",19.7,22.236693409921,421.2778,3.23088,1.9812,1.8,2018,9.43236329562169,0.7585276164
"5/18/2018","Silver","COC",19.7,15.8585209003215,421.2778,3.23088,1.9812,1.8,2018,9.18553525305721,0.1612536189
"6/14/2019","5 Island","BIB",19.9,1.87110187110187,393.759,7.58952,1.70688,3.6,2019,7.17242457712485,1.517427129
"6/14/2019","5 Island","COC",19.9,7.02096143698455,393.759,7.58952,1.70688,3.6,2019,9.89030099073195,0.3257476759
"6/3/2019","N Twin","BIB",20,6,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"6/4/2019","N Twin","BIB",20,5.6,183.323,3.6576,2.52984,1.9,2019,9.92441699571716,0.1436441939
"5/17/2019","Blue","COC",20,61,108.86,3.56616,1.6764,4.6,2019,10.1527276085716,0.2329193312
"6/3/2019","N Twin","COC",20,18.6666666666667,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"6/4/2019","N Twin","COC",20,18,183.323,3.6576,2.52984,1.9,2019,7.8188324438034,0.1982492871
"6/11/2019","S Twin","BIB",20.55556,4,224.601,1.64592,1.09728,1.3,2019,9.36288977043647,0.7585276164
"6/11/2019","S Twin","COC",20.55556,26,224.601,1.64592,1.09728,1.3,2019,9.60884799951685,0.2837096018
"5/24/2018","Silver","BIB",20.6,22.4982850758817,421.2778,3.23088,1.9812,1.8,2018,9.43236329562169,0.7585276164
"5/24/2018","Silver","COC",20.6,20.8816564565135,421.2778,3.23088,1.9812,1.8,2018,9.18553525305721,0.1612536189
"6/11/2019","Center","BIB",20.7,9,89.0308,5.45592,3.71856,1.7,2019,8.25322764558177,1.00578373
"6/11/2019","Center","COC",20.7,4.16897654584222,89.0308,5.45592,3.71856,1.7,2019,7.28000825288419,0.3668237592
"6/3/2019","Center","BIB",20.9,26.0961257238852,89.0308,5.45592,3.71856,1.7,2019,8.25322764558177,1.00578373
"6/3/2019","Center","COC",20.9,13.8091795446685,89.0308,5.45592,3.71856,1.7,2019,7.28000825288419,0.3668237592
"9/8/2019","5 Island","BIB",21,2,393.759,7.58952,1.70688,3.6,2019,7.17242457712485,1.517427129
"5/17/2018","Center","BIB",21,45.4049808694459,89.0308,5.45592,3.71856,1.7,2018,8.36007143564403,0.2958754184
"9/7/2019","Center","BIB",21,13.4357142857143,89.0308,5.45592,3.71856,1.7,2019,8.25322764558177,1.00578373
"9/8/2019","5 Island","COC",21,9.31764705882353,393.759,7.58952,1.70688,3.6,2019,9.89030099073195,0.3257476759
"5/17/2018","Center","COC",21,53.5261866024658,89.0308,5.45592,3.71856,1.7,2018,8.77431295828538,0.2729264589
"9/7/2019","Center","COC",21,2.14285714285714,89.0308,5.45592,3.71856,1.7,2019,7.28000825288419,0.3668237592
"5/25/2018","Center","BIB",21.1,11.6756756756757,89.0308,5.45592,3.71856,1.7,2018,8.36007143564403,0.2958754184
"5/25/2018","Center","COC",21.1,46.0912915572707,89.0308,5.45592,3.71856,1.7,2018,8.77431295828538,0.2729264589
"9/4/2019","S Twin","BIB",21.11111,4,224.601,1.64592,1.09728,1.3,2019,9.36288977043647,0.7585276164
"9/4/2019","S Twin","COC",21.11111,58,224.601,1.64592,1.09728,1.3,2019,9.60884799951685,0.2837096018
"6/17/2019","5 Island","BIB",21.2,2.41125251172137,393.759,7.58952,1.70688,3.6,2019,7.17242457712485,1.517427129
"6/18/2019","Silver","BIB",21.2,6.26086956521739,421.2778,3.23088,1.9812,1.8,2019,8.23403420769204,0.2545944848
"6/17/2019","5 Island","COC",21.2,18.9094978393864,393.759,7.58952,1.70688,3.6,2019,9.89030099073195,0.3257476759
"6/18/2019","Silver","COC",21.2,21.1029188885644,421.2778,3.23088,1.9812,1.8,2019,9.12412867515712,1.517427129
"9/6/2019","S Twin","BIB",21.66667,4,224.601,1.64592,1.09728,1.3,2019,9.36288977043647,0.7585276164
"9/6/2019","S Twin","COC",21.66667,34,224.601,1.64592,1.09728,1.3,2019,9.60884799951685,0.2837096018
"8/1/2019","Storm","BIB",21.72,4,1253.311,6.21792,2.62128,1.7,2019,5.06259503302697,1.517427129
"8/1/2019","Storm","COC",21.72,15.3237584872671,1253.311,6.21792,2.62128,1.7,2019,9.64646400103814,0.2467117035
"9/8/2018","Center","BIB",21.9,57.2310049856704,89.0308,5.45592,3.71856,1.7,2018,8.36007143564403,0.2958754184
"9/8/2018","Center","COC",21.9,12.6938462796353,89.0308,5.45592,3.71856,1.7,2018,8.77431295828538,0.2729264589
