Lake,Angler,Length of Seine,Date,Year,Month,Species,Pounds
Silver Lake (Palo Alto),,,10/14/2015,2015,10,BMB,8500
Silver Lake (Palo Alto),,,10/14/2015,2015,10,FWD,0
Silver Lake (Palo Alto),,,10/14/2015,2015,10,CAP,1050
Lost Island Lake,,,10/17/2015,2015,10,BMB,1450
Lost Island Lake,,,10/17/2015,2015,10,FWD,96
Lost Island Lake,,,10/17/2015,2015,10,CAP,200
Elk lake,,,10/18/2015,2015,10,BMB,4900
Elk lake,,,10/18/2015,2015,10,FWD,18
Elk lake,,,10/18/2015,2015,10,CAP,1986
Elk lake,,,10/19/2015,2015,10,BMB,900
Elk lake,,,10/19/2015,2015,10,FWD,9
Elk lake,,,10/19/2015,2015,10,CAP,310
Lost Island Lake,,,10/20/2015,2015,10,BMB,340
Lost Island Lake,,,10/20/2015,2015,10,FWD,81
Lost Island Lake,,,10/20/2015,2015,10,CAP,340
Silver Lake (Dickinson),,,10/23/2015,2015,10,BMB,13470
Silver Lake (Dickinson),,,10/23/2015,2015,10,FWD,1000
Silver Lake (Dickinson),,,10/23/2015,2015,10,CAP,4790
Five Island Lake,,,10/25/2015,2015,10,BMB,19200
Five Island Lake,,,10/25/2015,2015,10,FWD,0
Five Island Lake,,,10/25/2015,2015,10,CAP,1000
East Okoboji Lake,,,4/19/2016,2016,4,BMB,3100
East Okoboji Lake,,,4/19/2016,2016,4,FWD,400
East Okoboji Lake,,,4/19/2016,2016,4,CAP,6200
Spirit Lake,,,4/26/2016,2016,4,BMB,20600
Spirit Lake,,,4/26/2016,2016,4,FWD,4600
Spirit Lake,,,4/26/2016,2016,4,CAP,4200
Center Lake,,,5/3/2016,2016,5,BMB,150
Center Lake,,,5/3/2016,2016,5,FWD,50
Center Lake,,,5/3/2016,2016,5,CAP,350
Five Island Lake,,,5/5/2016,2016,5,BMB,26700
Five Island Lake,,,5/5/2016,2016,5,FWD,0
Five Island Lake,,,5/5/2016,2016,5,CAP,6900
Five Island Lake,,,5/6/2016,2016,5,BMB,31200
Five Island Lake,,,5/6/2016,2016,5,FWD,0
Five Island Lake,,,5/6/2016,2016,5,CAP,13600
Lost Island Lake,,,5/8/2016,2016,5,BMB,15661
Lost Island Lake,,,5/8/2016,2016,5,FWD,3050
Lost Island Lake,,,5/8/2016,2016,5,CAP,14540
High Lake,,,5/9/2016,2016,5,BMB,2667
High Lake,,,5/9/2016,2016,5,FWD,30000
High Lake,,,5/9/2016,2016,5,CAP,334
High Lake,,,5/10/2016,2016,5,BMB,2667
High Lake,,,5/10/2016,2016,5,FWD,30000
High Lake,,,5/10/2016,2016,5,CAP,334
Spirit Lake,,,5/11/2016,2016,5,BMB,5900
High Lake,,,5/11/2016,2016,5,BMB,2667
Spirit Lake,,,5/11/2016,2016,5,FWD,3900
High Lake,,,5/11/2016,2016,5,FWD,30000
Spirit Lake,,,5/11/2016,2016,5,CAP,1100
High Lake,,,5/11/2016,2016,5,CAP,334
Five Island Lake,,,5/12/2016,2016,5,BMB,10900
Five Island Lake,,,5/12/2016,2016,5,FWD,0
Five Island Lake,,,5/12/2016,2016,5,CAP,12400
Spirit Lake,,,5/15/2016,2016,5,BMB,12200
Spirit Lake,,,5/15/2016,2016,5,FWD,100
Spirit Lake,,,5/15/2016,2016,5,CAP,500
Five Island Lake,,,5/17/2016,2016,5,BMB,13200
Five Island Lake,,,5/17/2016,2016,5,FWD,0
Five Island Lake,,,5/17/2016,2016,5,CAP,2700
Center Lake,,,5/18/2016,2016,5,BMB,58700
Center Lake,,,5/18/2016,2016,5,FWD,100
Center Lake,,,5/18/2016,2016,5,CAP,1900
Center Lake,,,5/20/2016,2016,5,BMB,13100
Center Lake,,,5/20/2016,2016,5,FWD,0
Center Lake,,,5/20/2016,2016,5,CAP,450
Five Island Lake,,,5/22/2016,2016,5,BMB,16800
Five Island Lake,,,5/22/2016,2016,5,FWD,100
Five Island Lake,,,5/22/2016,2016,5,CAP,1900
Center Lake,,,6/3/2016,2016,6,BMB,400
Center Lake,,,6/3/2016,2016,6,FWD,0
Center Lake,,,6/3/2016,2016,6,CAP,1100
High Lake,,,9/12/2016,2016,9,BMB,3000
High Lake,,,9/12/2016,2016,9,FWD,0
High Lake,,,9/12/2016,2016,9,CAP,21000
High Lake,,,9/14/2016,2016,9,BMB,3000
High Lake,,,9/14/2016,2016,9,FWD,0
High Lake,,,9/14/2016,2016,9,CAP,21000
West Swan Lake,,,9/18/2016,2016,9,BMB,15290
West Swan Lake,,,9/18/2016,2016,9,FWD,0
West Swan Lake,,,9/18/2016,2016,9,CAP,5700
West Swan Lake,,,10/1/2016,2016,10,BMB,3400
West Swan Lake,,,10/1/2016,2016,10,FWD,0
West Swan Lake,,,10/1/2016,2016,10,CAP,4000
West Swan Lake,,,10/2/2016,2016,10,BMB,13285
West Swan Lake,,,10/2/2016,2016,10,FWD,0
West Swan Lake,,,10/2/2016,2016,10,CAP,2053
Ingham Lake,,,10/16/2016,2016,10,BMB,12360
Ingham Lake,,,10/16/2016,2016,10,FWD,0
Ingham Lake,,,10/16/2016,2016,10,CAP,685
Ingham Lake,,,10/17/2016,2016,10,BMB,6750
Ingham Lake,,,10/17/2016,2016,10,FWD,0
Ingham Lake,,,10/17/2016,2016,10,CAP,800
West Swan Lake,,,10/19/2016,2016,10,BMB,9160
West Swan Lake,,,10/19/2016,2016,10,FWD,0
West Swan Lake,,,10/19/2016,2016,10,CAP,510
West Swan Lake,,,10/20/2016,2016,10,BMB,4900
West Swan Lake,,,10/20/2016,2016,10,FWD,0
West Swan Lake,,,10/20/2016,2016,10,CAP,475
Elk lake,,,10/29/2016,2016,10,BMB,5675
Elk lake,,,10/29/2016,2016,10,FWD,0
Elk lake,,,10/29/2016,2016,10,CAP,650
Elk lake,,,10/30/2016,2016,10,BMB,2410
Elk lake,,,10/30/2016,2016,10,FWD,4
Elk lake,,,10/30/2016,2016,10,CAP,260
Ingham Lake,,,10/31/2016,2016,10,BMB,2175
Ingham Lake,,,10/31/2016,2016,10,FWD,0
Ingham Lake,,,10/31/2016,2016,10,CAP,1050
Ingham Lake,,,11/1/2016,2016,11,BMB,18140
Ingham Lake,,,11/1/2016,2016,11,FWD,0
Ingham Lake,,,11/1/2016,2016,11,CAP,169
Lost Island Lake,,,11/12/2016,2016,11,BMB,11
Lost Island Lake,,,11/12/2016,2016,11,FWD,12
Lost Island Lake,,,11/12/2016,2016,11,CAP,21
Lost Island Lake,,,11/13/2016,2016,11,BMB,337
Lost Island Lake,,,11/13/2016,2016,11,FWD,218
Lost Island Lake,,,11/13/2016,2016,11,CAP,404
Lost Island Lake,,,11/14/2016,2016,11,BMB,300
Lost Island Lake,,,11/14/2016,2016,11,FWD,65
Lost Island Lake,,,11/14/2016,2016,11,CAP,625
Ingham Lake,,,4/25/2017,2017,4,BMB,600
Ingham Lake,,,4/25/2017,2017,4,FWD,0
Ingham Lake,,,4/25/2017,2017,4,CAP,850
Center Lake,,,4/26/2017,2017,4,BMB,14200
Center Lake,,,4/26/2017,2017,4,FWD,200
Center Lake,,,4/26/2017,2017,4,CAP,1300
Center Lake,,,4/27/2017,2017,4,BMB,6200
Center Lake,,,4/27/2017,2017,4,FWD,100
Center Lake,,,4/27/2017,2017,4,CAP,4400
Five Island Lake,,,5/2/2017,2017,5,BMB,7400
Five Island Lake,,,5/2/2017,2017,5,FWD,0
Five Island Lake,,,5/2/2017,2017,5,CAP,2200
Lost Island Lake,,,5/7/2017,2017,5,BMB,10900
Lost Island Lake,,,5/7/2017,2017,5,FWD,2000
Lost Island Lake,,,5/7/2017,2017,5,CAP,9600
Ingham Lake,,,5/8/2017,2017,5,BMB,2200
Ingham Lake,,,5/8/2017,2017,5,FWD,0
Ingham Lake,,,5/8/2017,2017,5,CAP,2500
Lost Island Lake,,,5/9/2017,2017,5,BMB,3900
Five Island Lake,,,5/9/2017,2017,5,BMB,21300
Lost Island Lake,,,5/9/2017,2017,5,FWD,950
Five Island Lake,,,5/9/2017,2017,5,FWD,0
Lost Island Lake,,,5/9/2017,2017,5,CAP,1700
Five Island Lake,,,5/9/2017,2017,5,CAP,10100
Spirit Lake,,,5/10/2017,2017,5,BMB,1300
Spirit Lake,,,5/10/2017,2017,5,FWD,100
Spirit Lake,,,5/10/2017,2017,5,CAP,2200
Five Island Lake,,,5/11/2017,2017,5,BMB,10200
Five Island Lake,,,5/11/2017,2017,5,FWD,0
