Lake,Angler,Length of Seine,Date,Year,Month,Species,Pounds
Silver Lake (Palo Alto),,,8/1/1991,1991,8,CAP,"2,300"
Silver Lake (Palo Alto),,,8/12/1991,1991,8,BMB,0
Silver Lake (Palo Alto),,,8/12/1991,1991,8,FWD,0
Silver Lake (Palo Alto),,,8/12/1991,1991,8,CAP,"1,800"
Silver Lake (Palo Alto),,,8/13/1991,1991,8,BMB,0
Silver Lake (Palo Alto),,,8/13/1991,1991,8,FWD,0
Silver Lake (Palo Alto),,,8/13/1991,1991,8,CAP,"9,600"
Silver Lake (Palo Alto),,,8/14/1991,1991,8,BMB,0
Silver Lake (Palo Alto),,,8/14/1991,1991,8,FWD,0
Silver Lake (Palo Alto),,,8/14/1991,1991,8,CAP,"8,000"
Silver Lake (Palo Alto),,,8/15/1991,1991,8,BMB,0
Silver Lake (Palo Alto),,,8/15/1991,1991,8,FWD,0
Silver Lake (Palo Alto),,,8/15/1991,1991,8,CAP,"7,800"
Five Island Lake,,,9/23/1991,1991,9,BMB,784
Five Island Lake,,,9/23/1991,1991,9,FWD,0
Five Island Lake,,,9/23/1991,1991,9,CAP,"7,292"
Five Island Lake,,,9/24/1991,1991,9,BMB,"1,600"
Five Island Lake,,,9/24/1991,1991,9,FWD,0
Five Island Lake,,,9/24/1991,1991,9,CAP,100
Five Island Lake,,,9/25/1991,1991,9,BMB,16
Five Island Lake,,,9/25/1991,1991,9,FWD,0
Five Island Lake,,,9/25/1991,1991,9,CAP,8
Five Island Lake,,,9/26/1991,1991,9,BMB,"2,500"
Five Island Lake,,,9/26/1991,1991,9,FWD,0
Five Island Lake,,,9/26/1991,1991,9,CAP,"8,600"
High Lake,,,9/30/1991,1991,9,BMB,"4,900"
High Lake,,,9/30/1991,1991,9,FWD,0
High Lake,,,9/30/1991,1991,9,CAP,600
High Lake,,,10/1/1991,1991,10,BMB,"1,200"
High Lake,,,10/1/1991,1991,10,FWD,0
High Lake,,,10/1/1991,1991,10,CAP,"1,400"
High Lake,,,10/2/1991,1991,10,BMB,800
High Lake,,,10/2/1991,1991,10,FWD,0
High Lake,,,10/2/1991,1991,10,CAP,"5,200"
High Lake,,,10/3/1991,1991,10,BMB,900
High Lake,,,10/3/1991,1991,10,FWD,0
High Lake,,,10/3/1991,1991,10,CAP,"2,000"
Five Island Lake,,,10/8/1991,1991,10,BMB,400
Five Island Lake,,,10/8/1991,1991,10,FWD,0
Five Island Lake,,,10/8/1991,1991,10,CAP,0
Five Island Lake,,,10/9/1991,1991,10,BMB,400
Five Island Lake,,,10/9/1991,1991,10,BMB,"4,600"
Five Island Lake,,,10/9/1991,1991,10,FWD,0
Five Island Lake,,,10/9/1991,1991,10,FWD,0
Five Island Lake,,,10/9/1991,1991,10,CAP,18
Five Island Lake,,,10/9/1991,1991,10,CAP,50
Five Island Lake,,,10/10/1991,1991,10,BMB,"2,100"
Five Island Lake,,,10/10/1991,1991,10,FWD,0
Five Island Lake,,,10/10/1991,1991,10,CAP,"2,800"
Five Island Lake,,,10/11/1991,1991,10,BMB,"1,800"
Five Island Lake,,,10/11/1991,1991,10,FWD,0
Five Island Lake,,,10/11/1991,1991,10,CAP,"3,632"
High Lake,,,10/29/1991,1991,10,BMB,50
High Lake,,,10/29/1991,1991,10,FWD,0
High Lake,,,10/29/1991,1991,10,CAP,"2,400"
High Lake,,,10/30/1991,1991,10,BMB,800
High Lake,,,10/30/1991,1991,10,FWD,0
High Lake,,,10/30/1991,1991,10,CAP,800
High Lake,,,10/31/1991,1991,10,BMB,"1,300"
High Lake,,,10/31/1991,1991,10,FWD,0
High Lake,,,10/31/1991,1991,10,CAP,"6,100"
Tuttle Lake,,,1/9/1992,1992,1,BMB,50
Tuttle Lake,,,1/9/1992,1992,1,FWD,0
Tuttle Lake,,,1/9/1992,1992,1,CAP,175
Tuttle Lake,,,1/10/1992,1992,1,BMB,75
Tuttle Lake,,,1/10/1992,1992,1,FWD,0
Tuttle Lake,,,1/10/1992,1992,1,CAP,100
Tuttle Lake,,,1/11/1992,1992,1,BMB,130
Tuttle Lake,,,1/11/1992,1992,1,FWD,0
Tuttle Lake,,,1/11/1992,1992,1,CAP,260
Tuttle Lake,,,1/20/1992,1992,1,BMB,75
Tuttle Lake,,,1/20/1992,1992,1,FWD,0
Tuttle Lake,,,1/20/1992,1992,1,CAP,150
Ingham Lake,,,4/14/1992,1992,4,BMB,275
Ingham Lake,,,4/14/1992,1992,4,FWD,0
Ingham Lake,,,4/14/1992,1992,4,CAP,50
West Swan Lake,,,4/21/1992,1992,4,BMB,30
West Swan Lake,,,4/21/1992,1992,4,FWD,0
West Swan Lake,,,4/21/1992,1992,4,CAP,250
West Swan Lake,,,4/22/1992,1992,4,BMB,50
West Swan Lake,,,4/22/1992,1992,4,FWD,0
West Swan Lake,,,4/22/1992,1992,4,CAP,300
Lost Island Lake,,,4/23/1992,1992,4,BMB,"2,900"
Lost Island Lake,,,4/23/1992,1992,4,BMB,"1,170"
Lost Island Lake,,,4/23/1992,1992,4,FWD,0
Lost Island Lake,,,4/23/1992,1992,4,FWD,0
Lost Island Lake,,,4/23/1992,1992,4,CAP,"5,450"
Lost Island Lake,,,4/23/1992,1992,4,CAP,100
Ingham Lake,,,4/27/1992,1992,4,BMB,"2,050"
Ingham Lake,,,4/27/1992,1992,4,FWD,0
Ingham Lake,,,4/27/1992,1992,4,CAP,"2,000"
Ingham Lake,,,4/30/1992,1992,4,BMB,30
Ingham Lake,,,4/30/1992,1992,4,BMB,225
Ingham Lake,,,4/30/1992,1992,4,FWD,0
Ingham Lake,,,4/30/1992,1992,4,FWD,0
Ingham Lake,,,4/30/1992,1992,4,CAP,25
Ingham Lake,,,4/30/1992,1992,4,CAP,200
Spirit Lake,,,5/18/1992,1992,5,BMB,134
Lower Gar,,,5/18/1992,1992,5,BMB,0
Spirit Lake,,,5/18/1992,1992,5,FWD,"1,349"
Lower Gar,,,5/18/1992,1992,5,FWD,460
Spirit Lake,,,5/18/1992,1992,5,CAP,430
Lower Gar,,,5/18/1992,1992,5,CAP,945
Spirit Lake,,,5/19/1992,1992,5,BMB,0
Spirit Lake,,,5/19/1992,1992,5,FWD,"2,196"
Spirit Lake,,,5/19/1992,1992,5,CAP,960
Spirit Lake,,,5/20/1992,1992,5,BMB,880
Upper Gar,,,5/20/1992,1992,5,BMB,47
Spirit Lake,,,5/20/1992,1992,5,FWD,0
Upper Gar,,,5/20/1992,1992,5,FWD,96
Spirit Lake,,,5/20/1992,1992,5,CAP,0
Upper Gar,,,5/20/1992,1992,5,CAP,"1,425"
Spirit Lake,,,5/21/1992,1992,5,BMB,65
Lower Gar,,,5/21/1992,1992,5,BMB,0
Spirit Lake,,,5/21/1992,1992,5,FWD,64
Lower Gar,,,5/21/1992,1992,5,FWD,85
Spirit Lake,,,5/21/1992,1992,5,CAP,52
Lower Gar,,,5/21/1992,1992,5,CAP,136
East Okoboji Lake,,,5/26/1992,1992,5,BMB,0
East Okoboji Lake,,,5/26/1992,1992,5,FWD,414
East Okoboji Lake,,,5/26/1992,1992,5,CAP,80
Spirit Lake,,,6/3/1992,1992,6,BMB,98
Spirit Lake,,,6/3/1992,1992,6,FWD,78
Spirit Lake,,,6/3/1992,1992,6,CAP,90
Silver Lake (Palo Alto),,,8/6/1992,1992,8,BMB,0
Silver Lake (Palo Alto),,,8/6/1992,1992,8,FWD,0
Silver Lake (Palo Alto),,,8/6/1992,1992,8,CAP,"1,200"
Silver Lake (Palo Alto),,,8/7/1992,1992,8,BMB,0
Silver Lake (Palo Alto),,,8/7/1992,1992,8,FWD,0
Silver Lake (Palo Alto),,,8/7/1992,1992,8,CAP,"8,500"
High Lake,,,9/21/1992,1992,9,BMB,"2,700"
High Lake,,,9/21/1992,1992,9,FWD,0
High Lake,,,9/21/1992,1992,9,CAP,900
High Lake,,,9/22/1992,1992,9,BMB,"15,700"
High Lake,,,9/22/1992,1992,9,FWD,0
High Lake,,,9/22/1992,1992,9,CAP,700
West Swan Lake,,,9/28/1992,1992,9,BMB,"4,100"
West Swan Lake,,,9/28/1992,1992,9,FWD,0
West Swan Lake,,,9/28/1992,1992,9,CAP,50
West Swan Lake,,,9/29/1992,1992,9,BMB,"2,975"
West Swan Lake,,,9/29/1992,1992,9,FWD,0
West Swan Lake,,,9/29/1992,1992,9,CAP,675
West Swan Lake,,,9/30/1992,1992,9,BMB,"3,000"
Ingham Lake,,,9/30/1992,1992,9,BMB,100
West Swan Lake,,,9/30/1992,1992,9,FWD,0
Ingham Lake,,,9/30/1992,1992,9,FWD,0
West Swan Lake,,,9/30/1992,1992,9,CAP,425
Ingham Lake,,,9/30/1992,1992,9,CAP,200
Ingham Lake,,,10/1/1992,1992,10,BMB,550
Ingham Lake,,,10/1/1992,1992,10,FWD,0
Ingham Lake,,,10/1/1992,1992,10,CAP,300
Ingham Lake,,,10/3/1992,1992,10,BMB,"3,500"
Ingham Lake,,,10/3/1992,1992,10,FWD,0
Ingham Lake,,,10/3/1992,1992,10,CAP,"1,000"
Ingham Lake,,,10/5/1992,1992,10,BMB,"1,000"
Ingham Lake,,,10/5/1992,1992,10,FWD,0
Ingham Lake,,,10/5/1992,1992,10,CAP,300
Lost Island Lake,,,10/19/1992,1992,10,BMB,"1,200"
Lost Island Lake,,,10/19/1992,1992,10,FWD,0
Lost Island Lake,,,10/19/1992,1992,10,CAP,"1,400"
Lost Island Lake,,,10/20/1992,1992,10,BMB,0
Lost Island Lake,,,10/20/1992,1992,10,FWD,0
Lost Island Lake,,,10/20/1992,1992,10,CAP,0
High Lake,,,10/21/1992,1992,10,BMB,"1,100"
High Lake,,,10/21/1992,1992,10,FWD,0
High Lake,,,10/21/1992,1992,10,CAP,200
High Lake,,,10/22/1992,1992,10,BMB,"1,200"
High Lake,,,10/22/1992,1992,10,FWD,0
High Lake,,,10/22/1992,1992,10,CAP,800
West Swan Lake,,,10/26/1992,1992,10,BMB,"1,700"
West Swan Lake,,,10/26/1992,1992,10,FWD,0
West Swan Lake,,,10/26/1992,1992,10,CAP,300
West Swan Lake,,,10/27/1992,1992,10,BMB,"2,700"
West Swan Lake,,,10/27/1992,1992,10,FWD,0
West Swan Lake,,,10/27/1992,1992,10,CAP,500
West Swan Lake,,,10/28/1992,1992,10,BMB,500
West Swan Lake,,,10/28/1992,1992,10,FWD,0
West Swan Lake,,,10/28/1992,1992,10,CAP,300
High Lake,,,11/19/1992,1992,11,BMB,"5,100"
High Lake,,,11/19/1992,1992,11,FWD,0
High Lake,,,11/19/1992,1992,11,CAP,"3,800"
High Lake,,,11/20/1992,1992,11,BMB,"5,600"
High Lake,,,11/20/1992,1992,11,FWD,0
High Lake,,,11/20/1992,1992,11,CAP,"18,300"
Spirit Lake,,,4/29/1993,1993,4,BMB,"6,500"
Spirit Lake,,,4/29/1993,1993,4,FWD,"12,145"
Spirit Lake,,,4/29/1993,1993,4,CAP,"13,190"
Spirit Lake,,,4/30/1993,1993,4,BMB,"3,600"
Spirit Lake,,,4/30/1993,1993,4,FWD,650
Spirit Lake,,,4/30/1993,1993,4,CAP,"2,340"
Lost Island Lake,,,5/3/1993,1993,5,BMB,666
East Okoboji Lake,,,5/3/1993,1993,5,BMB,650
Lost Island Lake,,,5/3/1993,1993,5,FWD,500
East Okoboji Lake,,,5/3/1993,1993,5,FWD,250
Lost Island Lake,,,5/3/1993,1993,5,CAP,"2,140"
East Okoboji Lake,,,5/3/1993,1993,5,CAP,860
Lost Island Lake,,,5/4/1993,1993,5,BMB,"1,600"
Lost Island Lake,,,5/4/1993,1993,5,FWD,200
Lost Island Lake,,,5/4/1993,1993,5,CAP,"2,900"
Lost Island Lake,,,5/5/1993,1993,5,BMB,800
Little Spirit Lake,,,5/5/1993,1993,5,BMB,"1,650"
Lost Island Lake,,,5/5/1993,1993,5,FWD,70
Little Spirit Lake,,,5/5/1993,1993,5,FWD,100
Lost Island Lake,,,5/5/1993,1993,5,CAP,"1,300"
Little Spirit Lake,,,5/5/1993,1993,5,CAP,"2,300"
Little Spirit Lake,,,5/7/1993,1993,5,BMB,"4,500"
Little Spirit Lake,,,5/7/1993,1993,5,FWD,0
Little Spirit Lake,,,5/7/1993,1993,5,CAP,"11,200"
Little Spirit Lake,,,5/8/1993,1993,5,BMB,"1,500"
Little Spirit Lake,,,5/8/1993,1993,5,FWD,0
Little Spirit Lake,,,5/8/1993,1993,5,CAP,"10,300"
Little Spirit Lake,,,5/10/1993,1993,5,BMB,"3,400"
Little Spirit Lake,,,5/10/1993,1993,5,FWD,0
Little Spirit Lake,,,5/10/1993,1993,5,CAP,"2,100"
Little Spirit Lake,,,5/13/1993,1993,5,BMB,"4,400"
Little Spirit Lake,,,5/13/1993,1993,5,FWD,0
Little Spirit Lake,,,5/13/1993,1993,5,CAP,"1,300"
Spirit Lake,,,5/20/1993,1993,5,BMB,"1,400"
Spirit Lake,,,5/20/1993,1993,5,FWD,0
Spirit Lake,,,5/20/1993,1993,5,CAP,"6,800"
Spirit Lake,,,5/27/1993,1993,5,BMB,"1,100"
Spirit Lake,,,5/27/1993,1993,5,FWD,0
Spirit Lake,,,5/27/1993,1993,5,CAP,"1,250"
Little Spirit Lake,,,6/3/1993,1993,6,BMB,"9,400"
Little Spirit Lake,,,6/3/1993,1993,6,FWD,0
Little Spirit Lake,,,6/3/1993,1993,6,CAP,"1,100"
Spirit Lake,,,6/10/1993,1993,6,BMB,"8,800"
Spirit Lake,,,6/10/1993,1993,6,FWD,0
Spirit Lake,,,6/10/1993,1993,6,CAP,"6,200"
Silver Lake (Palo Alto),,,7/27/1993,1993,7,BMB,0
Silver Lake (Palo Alto),,,7/27/1993,1993,7,FWD,0
Silver Lake (Palo Alto),,,7/27/1993,1993,7,CAP,"9,000"
Silver Lake (Palo Alto),,,7/28/1993,1993,7,BMB,0
Silver Lake (Palo Alto),,,7/28/1993,1993,7,FWD,0
Silver Lake (Palo Alto),,,7/28/1993,1993,7,CAP,"7,500"
High Lake,,,9/15/1993,1993,9,BMB,"1,486"
High Lake,,,9/15/1993,1993,9,FWD,0
High Lake,,,9/15/1993,1993,9,CAP,"3,100"
West Swan Lake,,,9/21/1993,1993,9,BMB,"9,700"
West Swan Lake,,,9/21/1993,1993,9,FWD,0
West Swan Lake,,,9/21/1993,1993,9,CAP,275
West Swan Lake,,,9/22/1993,1993,9,BMB,"2,750"
West Swan Lake,,,9/22/1993,1993,9,FWD,0
West Swan Lake,,,9/22/1993,1993,9,CAP,750
West Swan Lake,,,9/23/1993,1993,9,BMB,"2,200"
West Swan Lake,,,9/23/1993,1993,9,FWD,0
West Swan Lake,,,9/23/1993,1993,9,CAP,50
West Swan Lake,,,9/28/1993,1993,9,BMB,250
West Swan Lake,,,9/28/1993,1993,9,FWD,0
West Swan Lake,,,9/28/1993,1993,9,CAP,30
West Swan Lake,,,9/29/1993,1993,9,BMB,"8,600"
West Swan Lake,,,9/29/1993,1993,9,FWD,0
West Swan Lake,,,9/29/1993,1993,9,CAP,200
High Lake,,,9/30/1993,1993,9,BMB,35
High Lake,,,9/30/1993,1993,9,FWD,0
High Lake,,,9/30/1993,1993,9,CAP,300
High Lake,,,11/2/1993,1993,11,BMB,"1,600"
High Lake,,,11/2/1993,1993,11,FWD,0
High Lake,,,11/2/1993,1993,11,CAP,"5,800"
High Lake,,,11/3/1993,1993,11,BMB,"1,300"
High Lake,,,11/3/1993,1993,11,FWD,0
High Lake,,,11/3/1993,1993,11,CAP,"3,000"
West Swan Lake,,,11/16/1993,1993,11,BMB,"8,500"
West Swan Lake,,,11/16/1993,1993,11,FWD,0
West Swan Lake,,,11/16/1993,1993,11,CAP,"1,400"
High Lake,,,11/17/1993,1993,11,BMB,"2,900"
High Lake,,,11/17/1993,1993,11,FWD,0
High Lake,,,11/17/1993,1993,11,CAP,800
Tuttle Lake,,,4/4/1994,1994,4,BMB,"8,000"
Tuttle Lake,,,4/4/1994,1994,4,FWD,0
Tuttle Lake,,,4/4/1994,1994,4,CAP,"1,000"
Tuttle Lake,,,4/6/1994,1994,4,BMB,"35,500"
Tuttle Lake,,,4/6/1994,1994,4,FWD,0
Tuttle Lake,,,4/6/1994,1994,4,CAP,"33,900"
Spirit Lake,,,4/30/1994,1994,4,BMB,100
Spirit Lake,,,4/30/1994,1994,4,FWD,100
Spirit Lake,,,4/30/1994,1994,4,CAP,500
Spirit Lake,,,5/2/1994,1994,5,BMB,200
Spirit Lake,,,5/2/1994,1994,5,FWD,150
Spirit Lake,,,5/2/1994,1994,5,CAP,"2,200"
East Okoboji Lake,,,5/3/1994,1994,5,BMB,800
East Okoboji Lake,,,5/3/1994,1994,5,FWD,100
East Okoboji Lake,,,5/3/1994,1994,5,CAP,"3,600"
Silver Lake (Palo Alto),,,5/9/1994,1994,5,BMB,0
Silver Lake (Palo Alto),,,5/9/1994,1994,5,FWD,0
Silver Lake (Palo Alto),,,5/9/1994,1994,5,CAP,"12,000"
Silver Lake (Palo Alto),,,5/10/1994,1994,5,BMB,0
Silver Lake (Palo Alto),,,5/10/1994,1994,5,FWD,0
Silver Lake (Palo Alto),,,5/10/1994,1994,5,CAP,400
East Okoboji Lake,,,5/12/1994,1994,5,BMB,650
East Okoboji Lake,,,5/12/1994,1994,5,FWD,100
East Okoboji Lake,,,5/12/1994,1994,5,CAP,"2,900"
West Okoboji Lake,,,5/13/1994,1994,5,BMB,200
West Okoboji Lake,,,5/13/1994,1994,5,FWD,0
West Okoboji Lake,,,5/13/1994,1994,5,CAP,"1,600"
East Okoboji Lake,,,5/14/1994,1994,5,BMB,450
East Okoboji Lake,,,5/14/1994,1994,5,FWD,250
East Okoboji Lake,,,5/14/1994,1994,5,CAP,"2,250"
Silver Lake (Palo Alto),,,5/16/1994,1994,5,BMB,0
Spirit Lake,,,5/16/1994,1994,5,BMB,250
Silver Lake (Palo Alto),,,5/16/1994,1994,5,FWD,0
Spirit Lake,,,5/16/1994,1994,5,FWD,200
Silver Lake (Palo Alto),,,5/16/1994,1994,5,CAP,"8,000"
Spirit Lake,,,5/16/1994,1994,5,CAP,"3,450"
Silver Lake (Palo Alto),,,5/17/1994,1994,5,BMB,0
Silver Lake (Palo Alto),,,5/17/1994,1994,5,FWD,0
Silver Lake (Palo Alto),,,5/17/1994,1994,5,CAP,"1,000"
West Okoboji Lake,,,5/18/1994,1994,5,BMB,450
West Okoboji Lake,,,5/18/1994,1994,5,FWD,200
West Okoboji Lake,,,5/18/1994,1994,5,CAP,"2,850"
West Okoboji Lake,,,5/19/1994,1994,5,BMB,700
West Okoboji Lake,,,5/19/1994,1994,5,FWD,100
West Okoboji Lake,,,5/19/1994,1994,5,CAP,"5,100"
East Okoboji Lake,,,5/20/1994,1994,5,BMB,850
East Okoboji Lake,,,5/20/1994,1994,5,FWD,250
East Okoboji Lake,,,5/20/1994,1994,5,CAP,"7,200"
East Okoboji Lake,,,5/21/1994,1994,5,BMB,900
East Okoboji Lake,,,5/21/1994,1994,5,FWD,300
East Okoboji Lake,,,5/21/1994,1994,5,CAP,"4,400"
East Okoboji Lake,,,5/24/1994,1994,5,BMB,"1,200"
East Okoboji Lake,,,5/24/1994,1994,5,FWD,300
East Okoboji Lake,,,5/24/1994,1994,5,CAP,"6,850"
Little Swan Lake,,,9/19/1994,1994,9,BMB,"10,535"
Little Swan Lake,,,9/19/1994,1994,9,FWD,0
Little Swan Lake,,,9/19/1994,1994,9,CAP,150
Little Swan Lake,,,9/26/1994,1994,9,BMB,"10,800"
Little Swan Lake,,,9/26/1994,1994,9,FWD,0
Little Swan Lake,,,9/26/1994,1994,9,CAP,"3,500"
Little Swan Lake,,,9/27/1994,1994,9,BMB,"5,100"
Little Swan Lake,,,9/27/1994,1994,9,FWD,0
Little Swan Lake,,,9/27/1994,1994,9,CAP,"6,100"
Ingham Lake,,,10/3/1994,1994,10,BMB,"6,900"
Ingham Lake,,,10/3/1994,1994,10,FWD,0
Ingham Lake,,,10/3/1994,1994,10,CAP,300
Ingham Lake,,,10/4/1994,1994,10,BMB,"12,700"
Ingham Lake,,,10/4/1994,1994,10,FWD,0
Ingham Lake,,,10/4/1994,1994,10,CAP,900
West Swan Lake,,,10/5/1994,1994,10,BMB,"3,200"
West Swan Lake,,,10/5/1994,1994,10,FWD,0
West Swan Lake,,,10/5/1994,1994,10,CAP,"1,300"
Little Swan Lake,,,10/6/1994,1994,10,BMB,"3,800"
Little Swan Lake,,,10/6/1994,1994,10,FWD,0
Little Swan Lake,,,10/6/1994,1994,10,CAP,240
Silver Lake (Palo Alto),,,10/24/1994,1994,10,BMB,0
Ingham Lake,,,10/24/1994,1994,10,BMB,"16,700"
Silver Lake (Palo Alto),,,10/24/1994,1994,10,FWD,0
Ingham Lake,,,10/24/1994,1994,10,FWD,0
Silver Lake (Palo Alto),,,10/24/1994,1994,10,CAP,"22,900"
Ingham Lake,,,10/24/1994,1994,10,CAP,"1,100"
West Swan Lake,,,10/26/1994,1994,10,BMB,"4,900"
West Swan Lake,,,10/26/1994,1994,10,FWD,0
West Swan Lake,,,10/26/1994,1994,10,CAP,"1,300"
Ingham Lake,,,10/27/1994,1994,10,BMB,"13,400"
Ingham Lake,,,10/27/1994,1994,10,FWD,0
Ingham Lake,,,10/27/1994,1994,10,CAP,"1,300"
Silver Lake (Palo Alto),,,10/31/1994,1994,10,BMB,0
Silver Lake (Palo Alto),,,10/31/1994,1994,10,FWD,0
Silver Lake (Palo Alto),,,10/31/1994,1994,10,CAP,"4,700"
Silver Lake (Palo Alto),,,11/1/1994,1994,11,BMB,0
Silver Lake (Palo Alto),,,11/1/1994,1994,11,FWD,0
Silver Lake (Palo Alto),,,11/1/1994,1994,11,CAP,"4,300"
Silver Lake (Palo Alto),,,11/2/1994,1994,11,BMB,0
Silver Lake (Palo Alto),,,11/2/1994,1994,11,FWD,0
Silver Lake (Palo Alto),,,11/2/1994,1994,11,CAP,"3,500"
Silver Lake (Palo Alto),,,11/7/1994,1994,11,BMB,0
Silver Lake (Palo Alto),,,11/7/1994,1994,11,FWD,0
Silver Lake (Palo Alto),,,11/7/1994,1994,11,CAP,"8,500"
Silver Lake (Palo Alto),,,11/8/1994,1994,11,BMB,0
Silver Lake (Dickinson),,,11/8/1994,1994,11,BMB,400
Lost Island Lake,,,11/8/1994,1994,11,BMB,100
Silver Lake (Palo Alto),,,11/8/1994,1994,11,FWD,0
Silver Lake (Dickinson),,,11/8/1994,1994,11,FWD,0
Lost Island Lake,,,11/8/1994,1994,11,FWD,0
Silver Lake (Palo Alto),,,11/8/1994,1994,11,CAP,"17,800"
Silver Lake (Dickinson),,,11/8/1994,1994,11,CAP,"13,000"
Lost Island Lake,,,11/8/1994,1994,11,CAP,"1,000"
Lost Island Lake,,,11/9/1994,1994,11,BMB,"4,300"
Lost Island Lake,,,11/9/1994,1994,11,FWD,0
Lost Island Lake,,,11/9/1994,1994,11,CAP,"1,300"
Silver Lake (Dickinson),,,11/10/1994,1994,11,BMB,"5,000"
Ingham Lake,,,11/10/1994,1994,11,BMB,"8,800"
Silver Lake (Dickinson),,,11/10/1994,1994,11,FWD,500
Ingham Lake,,,11/10/1994,1994,11,FWD,0
Silver Lake (Dickinson),,,11/10/1994,1994,11,CAP,"15,000"
Ingham Lake,,,11/10/1994,1994,11,CAP,"22,750"
Silver Lake (Dickinson),,,11/14/1994,1994,11,BMB,700
Silver Lake (Dickinson),,,11/14/1994,1994,11,FWD,50
Silver Lake (Dickinson),,,11/14/1994,1994,11,CAP,"3,000"
Silver Lake (Dickinson),,,11/16/1994,1994,11,BMB,0
Silver Lake (Dickinson),,,11/16/1994,1994,11,FWD,0
Silver Lake (Dickinson),,,11/16/1994,1994,11,CAP,0
Silver Lake (Dickinson),,,11/19/1994,1994,11,BMB,"3,000"
Silver Lake (Dickinson),,,11/19/1994,1994,11,FWD,100
Silver Lake (Dickinson),,,11/19/1994,1994,11,CAP,"6,000"
Tuttle Lake,,,3/27/1995,1995,3,BMB,600
Tuttle Lake,,,3/27/1995,1995,3,FWD,0
Tuttle Lake,,,3/27/1995,1995,3,CAP,"1,400"
Little Swan Lake,,,3/28/1995,1995,3,BMB,"7,000"
Little Swan Lake,,,3/28/1995,1995,3,FWD,0
Little Swan Lake,,,3/28/1995,1995,3,CAP,"1,500"
High Lake,,,4/3/1995,1995,4,BMB,810
High Lake,,,4/3/1995,1995,4,FWD,0
High Lake,,,4/3/1995,1995,4,CAP,.
Ingham Lake,,,4/4/1995,1995,4,BMB,"3,000"
Ingham Lake,,,4/4/1995,1995,4,FWD,0
Ingham Lake,,,4/4/1995,1995,4,CAP,160
Tuttle Lake,,,4/5/1995,1995,4,BMB,"10,620"
Tuttle Lake,,,4/5/1995,1995,4,FWD,0
Tuttle Lake,,,4/5/1995,1995,4,CAP,"1,780"
Tuttle Lake,,,4/6/1995,1995,4,BMB,"21,540"
Tuttle Lake,,,4/6/1995,1995,4,FWD,0
Tuttle Lake,,,4/6/1995,1995,4,CAP,"14,450"
Silver Lake (Palo Alto),,,5/1/1995,1995,5,BMB,0
Silver Lake (Palo Alto),,,5/1/1995,1995,5,FWD,0
Silver Lake (Palo Alto),,,5/1/1995,1995,5,CAP,200
Silver Lake (Palo Alto),,,5/2/1995,1995,5,BMB,0
Silver Lake (Palo Alto),,,5/2/1995,1995,5,FWD,0
Silver Lake (Palo Alto),,,5/2/1995,1995,5,CAP,600
Spirit Lake,,,5/16/1995,1995,5,BMB,0
Spirit Lake,,,5/16/1995,1995,5,FWD,0
Spirit Lake,,,5/16/1995,1995,5,CAP,"14,600"
Spirit Lake,,,5/17/1995,1995,5,BMB,350
Spirit Lake,,,5/17/1995,1995,5,FWD,0
Spirit Lake,,,5/17/1995,1995,5,CAP,"4,200"
Spirit Lake,,,5/18/1995,1995,5,BMB,650
Spirit Lake,,,5/18/1995,1995,5,FWD,0
Spirit Lake,,,5/18/1995,1995,5,CAP,900
Spirit Lake,,,5/19/1995,1995,5,BMB,300
Spirit Lake,,,5/19/1995,1995,5,BMB,0
Spirit Lake,,,5/19/1995,1995,5,FWD,0
Spirit Lake,,,5/19/1995,1995,5,FWD,0
Spirit Lake,,,5/19/1995,1995,5,CAP,"2,200"
Spirit Lake,,,5/19/1995,1995,5,CAP,"1,700"
East Okoboji Lake,,,5/20/1995,1995,5,BMB,100
East Okoboji Lake,,,5/20/1995,1995,5,FWD,100
East Okoboji Lake,,,5/20/1995,1995,5,CAP,"3,800"
East Okoboji Lake,,,5/25/1995,1995,5,BMB,500
East Okoboji Lake,,,5/25/1995,1995,5,FWD,250
East Okoboji Lake,,,5/25/1995,1995,5,CAP,"7,600"
Little Spirit Lake,,,5/31/1995,1995,5,BMB,"1,000"
Little Spirit Lake,,,5/31/1995,1995,5,FWD,0
Little Spirit Lake,,,5/31/1995,1995,5,CAP,"1,600"
Spirit Lake,,,6/1/1995,1995,6,BMB,400
Spirit Lake,,,6/1/1995,1995,6,FWD,450
Spirit Lake,,,6/1/1995,1995,6,CAP,"4,100"
Spirit Lake,,,6/2/1995,1995,6,BMB,"5,600"
Spirit Lake,,,6/2/1995,1995,6,FWD,"1,400"
Spirit Lake,,,6/2/1995,1995,6,CAP,"8,100"
Little Spirit Lake,,,6/5/1995,1995,6,BMB,200
Little Spirit Lake,,,6/5/1995,1995,6,FWD,100
Little Spirit Lake,,,6/5/1995,1995,6,CAP,"14,600"
Spirit Lake,,,6/7/1995,1995,6,BMB,400
Spirit Lake,,,6/7/1995,1995,6,FWD,100
Spirit Lake,,,6/7/1995,1995,6,CAP,"17,200"
Spirit Lake,,,6/13/1995,1995,6,BMB,0
Spirit Lake,,,6/13/1995,1995,6,FWD,0
Spirit Lake,,,6/13/1995,1995,6,CAP,300
Spirit Lake,,,6/15/1995,1995,6,BMB,700
